Fondsposition per,"20.Sept.2024"
 
Emittententicker,Name,Sektor,Anlageklasse,Marktwert,Gewichtung (%),Nominalwert,Nominale,Kurs,Standort,Börse,Marktwährung
"COALINDIA","COAL INDIA LTD","Energie","Aktien","23.931.937,38","0,10","23.931.937,38","4.073.750,00","5,87","Indien","National Stock Exchange Of India","INR"
"BAJAJ.AUTO","BAJAJ AUTO LTD","Zyklische Konsumgüter ","Aktien","23.730.746,91","0,10","23.730.746,91","166.073,00","142,89","Indien","National Stock Exchange Of India","INR"
"MTN","MTN GROUP LTD","Kommunikation","Aktien","23.637.683,84","0,10","23.637.683,84","4.322.672,00","5,47","Südafrika","Johannesburg Stock Exchange","ZAR"
"992","LENOVO GROUP LTD","IT","Aktien","23.598.700,92","0,10","23.598.700,92","19.578.000,00","1,21","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"QIBK","QATAR ISLAMIC BANK","Financials","Aktien","23.270.131,86","0,10","23.270.131,86","4.181.962,00","5,56","Qatar","Qatar Exchange","QAR"
"2328","PICC PROPERTY AND CASUALTY LTD H","Financials","Aktien","23.129.721,61","0,10","23.129.721,61","17.459.690,00","1,32","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"9901","NEW ORIENTAL EDUCATION & TECHNOLOG","Zyklische Konsumgüter ","Aktien","23.089.367,02","0,10","23.089.367,02","3.615.470,00","6,39","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"BEKE","KE HOLDINGS ADR REPRESENTING INC","Immobilien","Aktien","23.049.278,82","0,10","23.049.278,82","1.603.986,00","14,37","China","New York Stock Exchange Inc.","USD"
"ADVANC.R","ADVANCED INFO SERVICE NON-VOTING D","Kommunikation","Aktien","22.979.565,91","0,10","22.979.565,91","2.933.000,00","7,83","Thailand","Stock Exchange Of Thailand","THB"
"BAJAJFINSV","BAJAJ FINSERV LTD","Financials","Aktien","22.859.583,13","0,10","22.859.583,13","996.656,00","22,94","Indien","National Stock Exchange Of India","INR"
"TATACONSUM","TATA CONSUMER PRODUCTS LTD","Nichtzyklische Konsumgüter","Aktien","22.802.910,19","0,10","22.802.910,19","1.566.055,00","14,56","Indien","National Stock Exchange Of India","INR"
"VBL","VARUN BEVERAGES LTD","Nichtzyklische Konsumgüter","Aktien","22.785.904,82","0,10","22.785.904,82","2.909.669,00","7,83","Indien","National Stock Exchange Of India","INR"
"1109","CHINA RESOURCES LAND LTD","Immobilien","Aktien","22.665.751,32","0,10","22.665.751,32","8.270.239,00","2,74","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"ADANIPORTS","ADANI PORTS AND SPECIAL ECONOMIC Z","Industrie","Aktien","22.547.560,73","0,10","22.547.560,73","1.309.734,00","17,22","Indien","National Stock Exchange Of India","INR"
"TENAGA","TENAGA NASIONAL","Versorger","Aktien","22.322.779,55","0,10","22.322.779,55","6.411.700,00","3,48","Malaysia","Bursa Malaysia","MYR"
"1150","ALINMA BANK","Financials","Aktien","22.229.931,78","0,10","22.229.931,78","2.827.685,00","7,86","Saudi-Arabien","Saudi Stock Exchange","SAR"
"HEROMOTOCO","HERO MOTOCORP LTD","Zyklische Konsumgüter ","Aktien","22.177.617,40","0,10","22.177.617,40","308.219,00","71,95","Indien","National Stock Exchange Of India","INR"
"SUZLON","SUZLON ENERGY LTD","Industrie","Aktien","22.159.982,63","0,10","22.159.982,63","22.192.021,00","1,00","Indien","National Stock Exchange Of India","INR"
"1010","RIYAD BANK","Financials","Aktien","22.159.182,15","0,10","22.159.182,15","3.254.451,00","6,81","Saudi-Arabien","Saudi Stock Exchange","SAR"
"ZTO","ZTO EXPRESS CAYMAN ADR REPRESENTIN","Industrie","Aktien","22.122.819,10","0,10","22.122.819,10","1.012.486,00","21,85","China","New York Stock Exchange Inc.","USD"
"APOLLOHOSP","APOLLO HOSPITALS ENTERPRISE LTD","Gesundheitsversorgung","Aktien","22.117.239,58","0,10","22.117.239,58","260.969,00","84,75","Indien","National Stock Exchange Of India","INR"
"8069","E INK HOLDINGS INC","IT","Aktien","22.085.718,75","0,10","22.085.718,75","2.270.000,00","9,73","Taiwan","Gretai Securities Market","TWD"
"ALDAR","ALDAR PROPERTIES","Immobilien","Aktien","21.995.365,86","0,10","21.995.365,86","9.973.948,00","2,21","Ver. Arabische Emirate","Abu Dhabi Securities Exchange","AED"
"028260","SAMSUNG C&T CORP","Industrie","Aktien","21.966.467,50","0,10","21.966.467,50","194.393,00","113,00","Korea","Korea Exchange (Stock Market)","KRW"
"5880","TAIWAN COOPERATIVE FINANCIAL HOLDI","Financials","Aktien","21.882.456,15","0,10","21.882.456,15","27.216.837,00","0,80","Taiwan","Taiwan Stock Exchange","TWD"
"HDFCLIFE","HDFC LIFE INSURANCE COMPANY LTD","Financials","Aktien","21.701.570,21","0,09","21.701.570,21","2.550.435,00","8,51","Indien","National Stock Exchange Of India","INR"
"SLM","SANLAM LIMITED LTD","Financials","Aktien","21.680.050,17","0,09","21.680.050,17","4.330.569,00","5,01","Südafrika","Johannesburg Stock Exchange","ZAR"
"SCCO","SOUTHERN COPPER CORP","Materialien","Aktien","21.680.061,20","0,09","21.680.061,20","209.267,00","103,60","Peru","New York Stock Exchange Inc.","USD"
"2890","SINOPAC FINANCIAL HOLDINGS LTD","Financials","Aktien","21.600.234,02","0,09","21.600.234,02","28.472.226,00","0,76","Taiwan","Taiwan Stock Exchange","TWD"
"2345","ACCTON TECHNOLOGY CORP","IT","Aktien","21.499.921,79","0,09","21.499.921,79","1.261.000,00","17,05","Taiwan","Taiwan Stock Exchange","TWD"
"000810","SAMSUNG FIRE & MARINE INSURANCE LT","Financials","Aktien","21.451.682,21","0,09","21.451.682,21","77.168,00","277,99","Korea","Korea Exchange (Stock Market)","KRW"
"DRREDDY","DR REDDYS LABORATORIES LTD","Gesundheitsversorgung","Aktien","21.404.385,45","0,09","21.404.385,45","273.048,00","78,39","Indien","National Stock Exchange Of India","INR"
"EICHERMOT","EICHER MOTORS LTD","Zyklische Konsumgüter ","Aktien","21.398.807,86","0,09","21.398.807,86","360.318,00","59,39","Indien","National Stock Exchange Of India","INR"
"3231","WISTRON CORP","IT","Aktien","21.309.650,81","0,09","21.309.650,81","6.744.188,00","3,16","Taiwan","Taiwan Stock Exchange","TWD"
"BID","BID CORPORATION LTD","Nichtzyklische Konsumgüter","Aktien","21.272.071,91","0,09","21.272.071,91","840.249,00","25,32","Südafrika","Johannesburg Stock Exchange","ZAR"
"RECLTD","REC","Financials","Aktien","21.084.447,39","0,09","21.084.447,39","3.263.341,00","6,46","Indien","National Stock Exchange Of India","INR"
"SHP","SHOPRITE HOLDINGS LTD","Nichtzyklische Konsumgüter","Aktien","21.007.736,34","0,09","21.007.736,34","1.225.049,00","17,15","Südafrika","Johannesburg Stock Exchange","ZAR"
"PFC","POWER FINANCE CORPORATION LTD","Financials","Aktien","20.938.118,24","0,09","20.938.118,24","3.631.069,00","5,77","Indien","National Stock Exchange Of India","INR"
"GRASIM","GRASIM INDUSTRIES LTD","Materialien","Aktien","20.924.670,88","0,09","20.924.670,88","652.922,00","32,05","Indien","National Stock Exchange Of India","INR"
"AOT.R","AIRPORTS OF THAILAND NON-VOTING DR","Industrie","Aktien","20.886.742,80","0,09","20.886.742,80","10.830.800,00","1,93","Thailand","Stock Exchange Of Thailand","THB"
"CHOLAFIN","CHOLAMANDALAM INVESTMENT AND FINAN","Financials","Aktien","20.740.805,76","0,09","20.740.805,76","1.080.423,00","19,20","Indien","National Stock Exchange Of India","INR"
"DIVISLAB","DIVIS LABORATORIES LTD","Gesundheitsversorgung","Aktien","20.721.428,82","0,09","20.721.428,82","317.700,00","65,22","Indien","National Stock Exchange Of India","INR"
"2883","KGI FINANCIAL HOLDING LTD","Financials","Aktien","20.642.260,24","0,09","20.642.260,24","40.111.237,00","0,51","Taiwan","Taiwan Stock Exchange","TWD"
"ABEV3","AMBEV SA","Nichtzyklische Konsumgüter","Aktien","20.607.590,48","0,09","20.607.590,48","8.871.277,00","2,32","Brasilien","XBSP","BRL"
"1060","SAUDI AWWAL BANK","Financials","Aktien","20.543.629,18","0,09","20.543.629,18","2.193.142,00","9,37","Saudi-Arabien","Saudi Stock Exchange","SAR"
"066570","LG ELECTRONICS INC","Zyklische Konsumgüter ","Aktien","20.253.777,99","0,09","20.253.777,99","244.517,00","82,83","Korea","Korea Exchange (Stock Market)","KRW"
"033780","KT&G CORP","Nichtzyklische Konsumgüter","Aktien","20.117.428,08","0,09","20.117.428,08","249.674,00","80,57","Korea","Korea Exchange (Stock Market)","KRW"
"012450","HANWHA AEROSPACE LTD","Industrie","Aktien","20.079.423,71","0,09","20.079.423,71","92.033,00","218,18","Korea","Korea Exchange (Stock Market)","KRW"
"TATAPOWER","TATA POWER LTD","Versorger","Aktien","19.925.135,76","0,09","19.925.135,76","3.749.086,00","5,31","Indien","National Stock Exchange Of India","INR"
"3008","LARGAN PRECISION LTD","IT","Aktien","19.778.507,74","0,09","19.778.507,74","246.000,00","80,40","Taiwan","Taiwan Stock Exchange","TWD"
"ABG","ABSA GROUP LTD","Financials","Aktien","19.709.887,36","0,09","19.709.887,36","2.005.463,00","9,83","Südafrika","Johannesburg Stock Exchange","ZAR"
"PKN","ORLEN SA","Energie","Aktien","19.706.470,08","0,09","19.706.470,08","1.346.164,00","14,64","Polen","Warsaw Stock Exchange/Equities/Main Market","PLN"
"035720","KAKAO CORP","Kommunikation","Aktien","19.621.088,78","0,09","19.621.088,78","747.288,00","26,26","Korea","Korea Exchange (Stock Market)","KRW"
"BRITANNIA","BRITANNIA INDUSTRIES LTD","Nichtzyklische Konsumgüter","Aktien","19.431.431,38","0,08","19.431.431,38","261.474,00","74,31","Indien","National Stock Exchange Of India","INR"
"BIMAS.E","BIM BIRLESIK MAGAZALAR A","Nichtzyklische Konsumgüter","Aktien","19.405.331,48","0,08","19.405.331,48","1.161.341,00","16,71","Türkei","Istanbul Stock Exchange","TRY"
"DLF","DLF LTD","Immobilien","Aktien","19.291.612,93","0,08","19.291.612,93","1.837.070,00","10,50","Indien","National Stock Exchange Of India","INR"
"175","GEELY AUTOMOBILE HOLDINGS LTD","Zyklische Konsumgüter ","Aktien","19.284.215,72","0,08","19.284.215,72","15.067.897,00","1,28","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"6690","HAIER SMART HOME CLASS H LTD H","Zyklische Konsumgüter ","Aktien","19.261.862,74","0,08","19.261.862,74","5.816.000,00","3,31","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"TVSMOTOR","TVS MOTOR COMPANY LTD","Zyklische Konsumgüter ","Aktien","19.252.631,29","0,08","19.252.631,29","571.443,00","33,69","Indien","National Stock Exchange Of India","INR"
"2002","CHINA STEEL CORP","Materialien","Aktien","19.231.235,48","0,08","19.231.235,48","29.065.080,00","0,66","Taiwan","Taiwan Stock Exchange","TWD"
"ICT","INTERNATIONAL CONTAINER TERMINAL S","Industrie","Aktien","19.093.349,05","0,08","19.093.349,05","2.635.630,00","7,24","Philippinen","Philippine Stock Exchange Inc.","PHP"
"028300","HLB INC","Gesundheitsversorgung","Aktien","18.996.667,62","0,08","18.996.667,62","281.498,00","67,48","Korea","Korea Exchange (Kosdaq)","KRW"
"2880","HUA NAN FINANCIAL HOLDINGS LTD","Financials","Aktien","18.810.030,58","0,08","18.810.030,58","23.304.753,00","0,81","Taiwan","Taiwan Stock Exchange","TWD"
"2379","REALTEK SEMICONDUCTOR CORP","IT","Aktien","18.805.881,43","0,08","18.805.881,43","1.279.000,00","14,70","Taiwan","Taiwan Stock Exchange","TWD"
"ELET3","CENTRAIS ELETR BRAS-ELETROBRAS","Versorger","Aktien","18.714.834,08","0,08","18.714.834,08","2.574.520,00","7,27","Brasilien","XBSP","BRL"
"TME","TENCENT MUSIC ENTERTAINMENT GROUP","Kommunikation","Aktien","18.676.930,32","0,08","18.676.930,32","1.894.212,00","9,86","China","New York Stock Exchange Inc.","USD"
"WIPRO","WIPRO LTD","IT","Aktien","18.669.732,21","0,08","18.669.732,21","2.894.160,00","6,45","Indien","National Stock Exchange Of India","INR"
"ADANIGREEN","ADANI GREEN ENERGY LTD","Versorger","Aktien","18.633.736,53","0,08","18.633.736,53","777.082,00","23,98","Indien","National Stock Exchange Of India","INR"
"VEDL","VEDANTA LTD","Materialien","Aktien","18.448.156,48","0,08","18.448.156,48","3.426.435,00","5,38","Indien","National Stock Exchange Of India","INR"
"JSWSTEEL","JSW STEEL LTD","Materialien","Aktien","18.365.236,70","0,08","18.365.236,70","1.563.644,00","11,75","Indien","National Stock Exchange Of India","INR"
"PEO","BANK PEKAO SA","Financials","Aktien","18.136.676,75","0,08","18.136.676,75","466.636,00","38,87","Polen","Warsaw Stock Exchange/Equities/Main Market","PLN"
"NED","NEDBANK GROUP LTD","Financials","Aktien","18.126.663,93","0,08","18.126.663,93","1.073.124,00","16,89","Südafrika","Johannesburg Stock Exchange","ZAR"
"ASII","ASTRA INTERNATIONAL","Industrie","Aktien","17.896.263,04","0,08","17.896.263,04","51.890.600,00","0,34","Indonesien","Indonesia Stock Exchange","IDR"
"259960","KRAFTON INC","Kommunikation","Aktien","17.772.431,54","0,08","17.772.431,54","69.276,00","256,55","Korea","Korea Exchange (Stock Market)","KRW"
"316140","WOORI FINANCIAL GROUP INC","Financials","Aktien","17.749.127,48","0,08","17.749.127,48","1.507.485,00","11,77","Korea","Korea Exchange (Stock Market)","KRW"
"GAPB","GRUPO AEROPORTUARIO DEL PACIFICO","Industrie","Aktien","17.701.578,67","0,08","17.701.578,67","960.606,00","18,43","Mexiko","Bolsa Mexicana De Valores","MXN"
"2887","TAISHIN FINANCIAL HOLDING LTD","Financials","Aktien","17.356.802,81","0,08","17.356.802,81","30.400.559,00","0,57","Taiwan","Taiwan Stock Exchange","TWD"
"POLICYBZR","PB FINTECH LTD","Financials","Aktien","17.320.005,07","0,08","17.320.005,07","749.408,00","23,11","Indien","National Stock Exchange Of India","INR"
"2601","CHINA PACIFIC INSURANCE (GROUP) LT","Financials","Aktien","17.310.074,90","0,08","17.310.074,90","6.514.400,00","2,66","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"BDO","BDO UNIBANK INC","Financials","Aktien","17.233.009,97","0,08","17.233.009,97","5.997.626,00","2,87","Philippinen","Philippine Stock Exchange Inc.","PHP"
"2327","YAGEO CORP","IT","Aktien","17.166.203,41","0,08","17.166.203,41","908.473,00","18,90","Taiwan","Taiwan Stock Exchange","TWD"
"2313","SHENZHOU INTERNATIONAL GROUP LTD","Zyklische Konsumgüter ","Aktien","17.141.038,36","0,07","17.141.038,36","2.101.200,00","8,16","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"NAUKRI","INFO EDGE INDIA LTD","Kommunikation","Aktien","17.111.834,92","0,07","17.111.834,92","176.414,00","97,00","Indien","National Stock Exchange Of India","INR"
"9633","NONGFU SPRING LTD H","Nichtzyklische Konsumgüter","Aktien","17.028.663,12","0,07","17.028.663,12","5.063.200,00","3,36","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"PERSISTENT","PERSISTENT SYSTEMS LTD","IT","Aktien","16.945.971,02","0,07","16.945.971,02","264.458,00","64,08","Indien","National Stock Exchange Of India","INR"
"BBAS3","BANCO DO BRASIL SA","Financials","Aktien","16.907.398,51","0,07","16.907.398,51","3.377.176,00","5,01","Brasilien","XBSP","BRL"
"ADCB","ABU DHABI COMMERCIAL BANK","Financials","Aktien","16.896.334,87","0,07","16.896.334,87","7.149.797,00","2,36","Ver. Arabische Emirate","Abu Dhabi Securities Exchange","AED"
"INDHOTEL","INDIAN HOTELS LTD","Zyklische Konsumgüter ","Aktien","16.838.287,13","0,07","16.838.287,13","2.002.400,00","8,41","Indien","National Stock Exchange Of India","INR"
"GODREJCP","GODREJ CONSUMER PRODUCTS LTD","Nichtzyklische Konsumgüter","Aktien","16.828.784,44","0,07","16.828.784,44","965.531,00","17,43","Indien","National Stock Exchange Of India","INR"
"SIEMENS","SIEMENS LTD","Industrie","Aktien","16.806.455,67","0,07","16.806.455,67","205.558,00","81,76","Indien","National Stock Exchange Of India","INR"
"NIO","NIO AMERICAN DEPOSITARY SHARES REP","Zyklische Konsumgüter ","Aktien","16.587.890,88","0,07","16.587.890,88","3.141.646,00","5,28","China","New York Stock Exchange Inc.","USD"
"SBSP3","COMPANHIA DE SANEAMENTO BASICO DE","Versorger","Aktien","16.577.028,77","0,07","16.577.028,77","961.944,00","17,23","Brasilien","XBSP","BRL"
"138040","MERITZ FINANCIAL GROUP INC","Financials","Aktien","16.564.657,09","0,07","16.564.657,09","231.522,00","71,55","Korea","Korea Exchange (Stock Market)","KRW"
"300750","CONTEMPORARY AMPEREX TECHNOLOGY LT","Industrie","Aktien","16.544.223,90","0,07","16.544.223,90","628.578,00","26,32","China","Shenzhen Stock Exchange","CNY"
"5871","CHAILEASE HOLDING LTD","Financials","Aktien","16.534.453,18","0,07","16.534.453,18","3.620.026,00","4,57","Taiwan","Taiwan Stock Exchange","TWD"
"2269","WUXI BIOLOGICS CAYMAN INC","Gesundheitsversorgung","Aktien","16.431.603,20","0,07","16.431.603,20","9.566.865,00","1,72","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"000100","YUHAN CORP","Gesundheitsversorgung","Aktien","16.234.437,26","0,07","16.234.437,26","148.410,00","109,39","Korea","Korea Exchange (Stock Market)","KRW"
"MOTHERSON","SAMVARDHANA MOTHERSON INTERNATIONA","Zyklische Konsumgüter ","Aktien","16.107.749,30","0,07","16.107.749,30","6.638.729,00","2,43","Indien","National Stock Exchange Of India","INR"
"EMBR3","EMBRAER SA","Industrie","Aktien","16.071.993,31","0,07","16.071.993,31","1.829.709,00","8,78","Brasilien","XBSP","BRL"
"RENT3","LOCALIZA RENT A CAR SA","Industrie","Aktien","16.053.474,24","0,07","16.053.474,24","2.050.738,00","7,83","Brasilien","XBSP","BRL"
"PIDILITIND","PIDILITE INDUSTRIES LTD","Materialien","Aktien","16.049.395,60","0,07","16.049.395,60","408.037,00","39,33","Indien","National Stock Exchange Of India","INR"
"3045","TAIWAN MOBILE LTD","Kommunikation","Aktien","15.981.620,52","0,07","15.981.620,52","4.385.000,00","3,64","Taiwan","Taiwan Stock Exchange","TWD"
"4938","PEGATRON CORP","IT","Aktien","15.940.591,27","0,07","15.940.591,27","4.947.000,00","3,22","Taiwan","Taiwan Stock Exchange","TWD"
"BPCL","BHARAT PETROLEUM LTD","Energie","Aktien","15.905.751,33","0,07","15.905.751,33","4.013.448,00","3,96","Indien","National Stock Exchange Of India","INR"
"3293","INTERNATIONAL GAMES SYSTEM LTD","Kommunikation","Aktien","15.839.199,12","0,07","15.839.199,12","610.000,00","25,97","Taiwan","Gretai Securities Market","TWD"
"2301","LITE ON TECHNOLOGY CORP","IT","Aktien","15.810.495,64","0,07","15.810.495,64","5.120.390,00","3,09","Taiwan","Taiwan Stock Exchange","TWD"
"HAVELLS","HAVELLS INDIA LTD","Industrie","Aktien","15.787.427,03","0,07","15.787.427,03","644.190,00","24,51","Indien","National Stock Exchange Of India","INR"
"2020","SABIC AGRI-NUTRIENTS","Materialien","Aktien","15.742.414,96","0,07","15.742.414,96","513.675,00","30,65","Saudi-Arabien","Saudi Stock Exchange","SAR"
"ETE","NATIONAL BANK OF GREECE SA","Financials","Aktien","15.723.172,57","0,07","15.723.172,57","1.965.231,00","8,00","Griechenland","Athens Exchange S.A. Cash Market","EUR"
"CUMMINSIND","CUMMINS INDIA LTD","Industrie","Aktien","15.720.226,21","0,07","15.720.226,21","344.450,00","45,64","Indien","National Stock Exchange Of India","INR"
"4013","DR SULAIMAN AL HABIB MEDICAL GRP","Gesundheitsversorgung","Aktien","15.719.487,37","0,07","15.719.487,37","197.016,00","79,79","Saudi-Arabien","Saudi Stock Exchange","SAR"
"1303","NAN YA PLASTICS CORP","Materialien","Aktien","15.675.645,24","0,07","15.675.645,24","11.680.000,00","1,34","Taiwan","Taiwan Stock Exchange","TWD"
"1801","INNOVENT BIOLOGICS INC","Gesundheitsversorgung","Aktien","15.661.623,97","0,07","15.661.623,97","2.864.000,00","5,47","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"HTHT","H WORLD GROUP ADR LTD","Zyklische Konsumgüter ","Aktien","15.646.464,13","0,07","15.646.464,13","524.873,00","29,81","China","NASDAQ","USD"
"SUZB3","SUZANO SA","Materialien","Aktien","15.595.328,55","0,07","15.595.328,55","1.636.705,00","9,53","Brasilien","XBSP","BRL"
"2207","HOTAI MOTOR LTD","Zyklische Konsumgüter ","Aktien","15.589.678,09","0,07","15.589.678,09","751.620,00","20,74","Taiwan","Taiwan Stock Exchange","TWD"
"ADANIPOWER","ADANI POWER LTD","Versorger","Aktien","15.546.831,09","0,07","15.546.831,09","1.953.332,00","7,96","Indien","National Stock Exchange Of India","INR"
"BPAC11","BCO BTG PACTUAL UNT SA","Financials","Aktien","15.469.955,97","0,07","15.469.955,97","2.549.549,00","6,07","Brasilien","XBSP","BRL"
"1101","TAIWAN CEMENT LTD","Materialien","Aktien","15.458.216,15","0,07","15.458.216,15","15.297.891,00","1,01","Taiwan","Taiwan Stock Exchange","TWD"
"PZU","PZU SA","Financials","Aktien","15.347.293,64","0,07","15.347.293,64","1.416.696,00","10,83","Polen","Warsaw Stock Exchange/Equities/Main Market","PLN"
"HAR","HARMONY GOLD MINING COMPANY LIMITE","Materialien","Aktien","15.229.688,26","0,07","15.229.688,26","1.485.637,00","10,25","Südafrika","Johannesburg Stock Exchange","ZAR"
